workload,mode,iteration,context_tokens,input_tokens,component,layer,time_us
decode,instrumented,15,32,1,decoder_layer,8,2367.068
decode,instrumented,15,32,1,decoder_layer,9,1884.463
decode,instrumented,15,32,1,decoder_layer,10,1890.206
decode,instrumented,15,32,1,decoder_layer,11,2032.770
decode,instrumented,15,32,1,decoder_layer,12,2027.662
decode,instrumented,15,32,1,decoder_layer,13,1861.744
decode,instrumented,15,32,1,decoder_layer,14,1872.812
decode,instrumented,15,32,1,decoder_layer,15,1846.175
decode,instrumented,15,32,1,decoder_layer,16,1811.941
decode,instrumented,15,32,1,decoder_layer,17,1833.065
decode,instrumented,15,32,1,decoder_layer,18,1852.078
decode,instrumented,15,32,1,decoder_layer,19,2011.102
decode,instrumented,15,32,1,decoder_layer,20,2178.817
decode,instrumented,15,32,1,decoder_layer,21,1900.799
decode,instrumented,15,32,1,decoder_layer,22,1847.778
decode,instrumented,15,32,1,decoder_layer,23,2021.559
decode,instrumented,15,32,1,decoder_layer,24,1848.745
decode,instrumented,15,32,1,decoder_layer,25,1830.637
decode,instrumented,15,32,1,decoder_layer,26,1832.085
decode,instrumented,15,32,1,decoder_layer,27,1857.733
decode,instrumented,15,32,1,decoder_layers_total,-1,54652.822
decode,instrumented,15,32,1,decoder_shard_total,-1,54659.090
decode,instrumented,15,32,1,final_norm,-1,21.184
decode,instrumented,15,32,1,lm_head,-1,10033.453
decode,instrumented,15,32,1,head_shard_total,-1,10054.637
decode,instrumented,15,32,1,graph_sum,-1,64713.727
decode,instrumented,15,32,1,llama_decode_wall,-1,64895.628
decode,instrumented,15,32,1,outside_timed_stages,-1,181.901
decode,instrumented,16,32,1,embedding,-1,6.117
decode,instrumented,16,32,1,decoder_layer,0,1870.921
decode,instrumented,16,32,1,decoder_layer,1,1818.359
decode,instrumented,16,32,1,decoder_layer,2,1946.326
decode,instrumented,16,32,1,decoder_layer,3,1822.424
decode,instrumented,16,32,1,decoder_layer,4,1869.512
decode,instrumented,16,32,1,decoder_layer,5,1900.846
decode,instrumented,16,32,1,decoder_layer,6,1823.056
decode,instrumented,16,32,1,decoder_layer,7,1838.179
decode,instrumented,16,32,1,decoder_layer,8,1851.056
decode,instrumented,16,32,1,decoder_layer,9,1842.883
decode,instrumented,16,32,1,decoder_layer,10,1868.854
decode,instrumented,16,32,1,decoder_layer,11,2161.018
decode,instrumented,16,32,1,decoder_layer,12,2019.618
decode,instrumented,16,32,1,decoder_layer,13,2005.682
decode,instrumented,16,32,1,decoder_layer,14,1849.483
decode,instrumented,16,32,1,decoder_layer,15,1821.599
decode,instrumented,16,32,1,decoder_layer,16,1902.640
decode,instrumented,16,32,1,decoder_layer,17,1841.048
decode,instrumented,16,32,1,decoder_layer,18,1818.384
decode,instrumented,16,32,1,decoder_layer,19,1827.161
decode,instrumented,16,32,1,decoder_layer,20,2029.487
decode,instrumented,16,32,1,decoder_layer,21,2041.065
decode,instrumented,16,32,1,decoder_layer,22,1926.264
decode,instrumented,16,32,1,decoder_layer,23,2021.432
decode,instrumented,16,32,1,decoder_layer,24,1829.323
decode,instrumented,16,32,1,decoder_layer,25,2683.836
decode,instrumented,16,32,1,decoder_layer,26,1884.007
decode,instrumented,16,32,1,decoder_layer,27,1907.614
decode,instrumented,16,32,1,decoder_layers_total,-1,54022.077
decode,instrumented,16,32,1,decoder_shard_total,-1,54028.194
decode,instrumented,16,32,1,final_norm,-1,19.192
decode,instrumented,16,32,1,lm_head,-1,9932.462
decode,instrumented,16,32,1,head_shard_total,-1,9951.654
decode,instrumented,16,32,1,graph_sum,-1,63979.848
decode,instrumented,16,32,1,llama_decode_wall,-1,64156.851
decode,instrumented,16,32,1,outside_timed_stages,-1,177.003
decode,instrumented,17,32,1,embedding,-1,4.013
decode,instrumented,17,32,1,decoder_layer,0,1896.834
decode,instrumented,17,32,1,decoder_layer,1,1820.082
decode,instrumented,17,32,1,decoder_layer,2,2002.999
decode,instrumented,17,32,1,decoder_layer,3,1953.600
decode,instrumented,17,32,1,decoder_layer,4,1861.563
decode,instrumented,17,32,1,decoder_layer,5,2092.376
decode,instrumented,17,32,1,decoder_layer,6,1934.898
decode,instrumented,17,32,1,decoder_layer,7,1905.775
decode,instrumented,17,32,1,decoder_layer,8,1999.270
decode,instrumented,17,32,1,decoder_layer,9,2006.124
decode,instrumented,17,32,1,decoder_layer,10,1998.300
decode,instrumented,17,32,1,decoder_layer,11,1975.462
decode,instrumented,17,32,1,decoder_layer,12,1987.182
decode,instrumented,17,32,1,decoder_layer,13,1999.508
decode,instrumented,17,32,1,decoder_layer,14,2041.462
decode,instrumented,17,32,1,decoder_layer,15,1915.740
decode,instrumented,17,32,1,decoder_layer,16,1946.993
decode,instrumented,17,32,1,decoder_layer,17,1991.034
decode,instrumented,17,32,1,decoder_layer,18,1985.342
decode,instrumented,17,32,1,decoder_layer,19,1952.352
decode,instrumented,17,32,1,decoder_layer,20,1885.135
decode,instrumented,17,32,1,decoder_layer,21,1853.713
decode,instrumented,17,32,1,decoder_layer,22,1973.549
decode,instrumented,17,32,1,decoder_layer,23,1881.469
decode,instrumented,17,32,1,decoder_layer,24,1832.819
decode,instrumented,17,32,1,decoder_layer,25,1859.097
decode,instrumented,17,32,1,decoder_layer,26,1893.458
decode,instrumented,17,32,1,decoder_layer,27,2003.653
decode,instrumented,17,32,1,decoder_layers_total,-1,54449.789
decode,instrumented,17,32,1,decoder_shard_total,-1,54453.802
decode,instrumented,17,32,1,final_norm,-1,26.467
decode,instrumented,17,32,1,lm_head,-1,10128.356
decode,instrumented,17,32,1,head_shard_total,-1,10154.823
decode,instrumented,17,32,1,graph_sum,-1,64608.625
decode,instrumented,17,32,1,llama_decode_wall,-1,64772.027
decode,instrumented,17,32,1,outside_timed_stages,-1,163.402
decode,instrumented,18,32,1,embedding,-1,5.577
decode,instrumented,18,32,1,decoder_layer,0,2010.469
decode,instrumented,18,32,1,decoder_layer,1,2113.745
decode,instrumented,18,32,1,decoder_layer,2,2023.051
decode,instrumented,18,32,1,decoder_layer,3,2053.127
decode,instrumented,18,32,1,decoder_layer,4,1918.561
decode,instrumented,18,32,1,decoder_layer,5,1862.428
decode,instrumented,18,32,1,decoder_layer,6,2016.280
decode,instrumented,18,32,1,decoder_layer,7,1989.312
decode,instrumented,18,32,1,decoder_layer,8,1956.273
decode,instrumented,18,32,1,decoder_layer,9,2017.964
decode,instrumented,18,32,1,decoder_layer,10,2002.797
decode,instrumented,18,32,1,decoder_layer,11,1935.274
decode,instrumented,18,32,1,decoder_layer,12,2035.188
decode,instrumented,18,32,1,decoder_layer,13,1962.967
decode,instrumented,18,32,1,decoder_layer,14,3123.840
decode,instrumented,18,32,1,decoder_layer,15,1948.714
decode,instrumented,18,32,1,decoder_layer,16,1899.058
decode,instrumented,18,32,1,decoder_layer,17,1908.258
decode,instrumented,18,32,1,decoder_layer,18,1900.147
decode,instrumented,18,32,1,decoder_layer,19,1900.846
decode,instrumented,18,32,1,decoder_layer,20,2158.455
decode,instrumented,18,32,1,decoder_layer,21,1869.291
decode,instrumented,18,32,1,decoder_layer,22,1996.573
decode,instrumented,18,32,1,decoder_layer,23,1905.673
decode,instrumented,18,32,1,decoder_layer,24,1894.985
decode,instrumented,18,32,1,decoder_layer,25,1956.101
decode,instrumented,18,32,1,decoder_layer,26,2868.895
decode,instrumented,18,32,1,decoder_layer,27,1860.134
decode,instrumented,18,32,1,decoder_layers_total,-1,57088.406
decode,instrumented,18,32,1,decoder_shard_total,-1,57093.983
decode,instrumented,18,32,1,final_norm,-1,36.757
decode,instrumented,18,32,1,lm_head,-1,10060.591
decode,instrumented,18,32,1,head_shard_total,-1,10097.348
decode,instrumented,18,32,1,graph_sum,-1,67191.331
decode,instrumented,18,32,1,llama_decode_wall,-1,67373.104
decode,instrumented,18,32,1,outside_timed_stages,-1,181.773
decode,instrumented,19,32,1,embedding,-1,6.409
decode,instrumented,19,32,1,decoder_layer,0,1985.331
decode,instrumented,19,32,1,decoder_layer,1,1913.737
decode,instrumented,19,32,1,decoder_layer,2,1840.108
decode,instrumented,19,32,1,decoder_layer,3,1872.776
decode,instrumented,19,32,1,decoder_layer,4,1885.006
decode,instrumented,19,32,1,decoder_layer,5,1845.594
decode,instrumented,19,32,1,decoder_layer,6,2170.654
decode,instrumented,19,32,1,decoder_layer,7,1924.311
decode,instrumented,19,32,1,decoder_layer,8,3981.806
decode,instrumented,19,32,1,decoder_layer,9,1982.980
decode,instrumented,19,32,1,decoder_layer,10,1908.109
decode,instrumented,19,32,1,decoder_layer,11,1916.213
decode,instrumented,19,32,1,decoder_layer,12,1813.935
decode,instrumented,19,32,1,decoder_layer,13,2066.350
decode,instrumented,19,32,1,decoder_layer,14,1875.157
decode,instrumented,19,32,1,decoder_layer,15,1839.247
decode,instrumented,19,32,1,decoder_layer,16,1823.075
decode,instrumented,19,32,1,decoder_layer,17,1839.634
decode,instrumented,19,32,1,decoder_layer,18,1814.121
decode,instrumented,19,32,1,decoder_layer,19,1803.417
decode,instrumented,19,32,1,decoder_layer,20,1869.594
decode,instrumented,19,32,1,decoder_layer,21,1847.023
decode,instrumented,19,32,1,decoder_layer,22,1933.344
decode,instrumented,19,32,1,decoder_layer,23,2306.669
decode,instrumented,19,32,1,decoder_layer,24,1871.463
decode,instrumented,19,32,1,decoder_layer,25,1842.445
decode,instrumented,19,32,1,decoder_layer,26,1935.298
decode,instrumented,19,32,1,decoder_layer,27,1886.356
decode,instrumented,19,32,1,decoder_layers_total,-1,55593.753
decode,instrumented,19,32,1,decoder_shard_total,-1,55600.162
decode,instrumented,19,32,1,final_norm,-1,43.614
decode,instrumented,19,32,1,lm_head,-1,10084.178
decode,instrumented,19,32,1,head_shard_total,-1,10127.792
decode,instrumented,19,32,1,graph_sum,-1,65727.954
decode,instrumented,19,32,1,llama_decode_wall,-1,65908.805
decode,instrumented,19,32,1,outside_timed_stages,-1,180.851
decode,instrumented,20,32,1,embedding,-1,3.919
decode,instrumented,20,32,1,decoder_layer,0,1896.758
decode,instrumented,20,32,1,decoder_layer,1,1885.565
decode,instrumented,20,32,1,decoder_layer,2,1827.881
decode,instrumented,20,32,1,decoder_layer,3,1851.383
decode,instrumented,20,32,1,decoder_layer,4,2504.901
decode,instrumented,20,32,1,decoder_layer,5,1904.815
decode,instrumented,20,32,1,decoder_layer,6,1956.155
decode,instrumented,20,32,1,decoder_layer,7,2095.751
decode,instrumented,20,32,1,decoder_layer,8,1900.017
decode,instrumented,20,32,1,decoder_layer,9,1920.032
decode,instrumented,20,32,1,decoder_layer,10,1988.325
decode,instrumented,20,32,1,decoder_layer,11,1837.638
decode,instrumented,20,32,1,decoder_layer,12,1818.135
decode,instrumented,20,32,1,decoder_layer,13,1811.157
decode,instrumented,20,32,1,decoder_layer,14,1816.333
decode,instrumented,20,32,1,decoder_layer,15,1986.534
decode,instrumented,20,32,1,decoder_layer,16,1883.933
decode,instrumented,20,32,1,decoder_layer,17,1951.995
decode,instrumented,20,32,1,decoder_layer,18,1833.863
decode,instrumented,20,32,1,decoder_layer,19,1835.696
decode,instrumented,20,32,1,decoder_layer,20,1890.593
decode,instrumented,20,32,1,decoder_layer,21,1866.757
decode,instrumented,20,32,1,decoder_layer,22,1842.420
decode,instrumented,20,32,1,decoder_layer,23,1981.957
decode,instrumented,20,32,1,decoder_layer,24,1918.565
decode,instrumented,20,32,1,decoder_layer,25,1821.419
decode,instrumented,20,32,1,decoder_layer,26,1883.411
decode,instrumented,20,32,1,decoder_layer,27,1851.567
decode,instrumented,20,32,1,decoder_layers_total,-1,53563.556
decode,instrumented,20,32,1,decoder_shard_total,-1,53567.475
decode,instrumented,20,32,1,final_norm,-1,32.416
decode,instrumented,20,32,1,lm_head,-1,10169.602
decode,instrumented,20,32,1,head_shard_total,-1,10202.018
decode,instrumented,20,32,1,graph_sum,-1,63769.493
decode,instrumented,20,32,1,llama_decode_wall,-1,63941.499
decode,instrumented,20,32,1,outside_timed_stages,-1,172.006
decode,instrumented,21,32,1,embedding,-1,5.908
decode,instrumented,21,32,1,decoder_layer,0,1867.971
decode,instrumented,21,32,1,decoder_layer,1,1867.425
decode,instrumented,21,32,1,decoder_layer,2,1799.949
decode,instrumented,21,32,1,decoder_layer,3,1888.136
decode,instrumented,21,32,1,decoder_layer,4,1830.641
decode,instrumented,21,32,1,decoder_layer,5,1843.522
decode,instrumented,21,32,1,decoder_layer,6,1922.235
decode,instrumented,21,32,1,decoder_layer,7,1851.828
decode,instrumented,21,32,1,decoder_layer,8,2186.495
decode,instrumented,21,32,1,decoder_layer,9,1880.292
decode,instrumented,21,32,1,decoder_layer,10,1812.700
decode,instrumented,21,32,1,decoder_layer,11,1843.673
decode,instrumented,21,32,1,decoder_layer,12,1805.471
decode,instrumented,21,32,1,decoder_layer,13,3583.618
decode,instrumented,21,32,1,decoder_layer,14,1834.026
decode,instrumented,21,32,1,decoder_layer,15,1824.133
decode,instrumented,21,32,1,decoder_layer,16,2026.472
decode,instrumented,21,32,1,decoder_layer,17,1968.363
decode,instrumented,21,32,1,decoder_layer,18,1845.655
decode,instrumented,21,32,1,decoder_layer,19,1882.609
decode,instrumented,21,32,1,decoder_layer,20,1930.419
decode,instrumented,21,32,1,decoder_layer,21,1886.475
decode,instrumented,21,32,1,decoder_layer,22,1971.628
decode,instrumented,21,32,1,decoder_layer,23,4222.624
decode,instrumented,21,32,1,decoder_layer,24,2003.770
decode,instrumented,21,32,1,decoder_layer,25,1878.796
decode,instrumented,21,32,1,decoder_layer,26,1819.705
decode,instrumented,21,32,1,decoder_layer,27,1876.086
decode,instrumented,21,32,1,decoder_layers_total,-1,56954.717
decode,instrumented,21,32,1,decoder_shard_total,-1,56960.625
decode,instrumented,21,32,1,final_norm,-1,18.438
decode,instrumented,21,32,1,lm_head,-1,9713.347
decode,instrumented,21,32,1,head_shard_total,-1,9731.785
decode,instrumented,21,32,1,graph_sum,-1,66692.410
decode,instrumented,21,32,1,llama_decode_wall,-1,66831.119
decode,instrumented,21,32,1,outside_timed_stages,-1,138.709
decode,instrumented,22,32,1,embedding,-1,6.511
decode,instrumented,22,32,1,decoder_layer,0,1878.824
decode,instrumented,22,32,1,decoder_layer,1,1928.420
decode,instrumented,22,32,1,decoder_layer,2,1961.594
decode,instrumented,22,32,1,decoder_layer,3,1903.596
decode,instrumented,22,32,1,decoder_layer,4,1830.365
decode,instrumented,22,32,1,decoder_layer,5,2592.582
decode,instrumented,22,32,1,decoder_layer,6,1817.627
decode,instrumented,22,32,1,decoder_layer,7,1899.497
decode,instrumented,22,32,1,decoder_layer,8,1858.947
decode,instrumented,22,32,1,decoder_layer,9,4141.538
decode,instrumented,22,32,1,decoder_layer,10,1836.528
decode,instrumented,22,32,1,decoder_layer,11,1833.921
decode,instrumented,22,32,1,decoder_layer,12,1876.890
decode,instrumented,22,32,1,decoder_layer,13,1875.369
decode,instrumented,22,32,1,decoder_layer,14,1907.127
decode,instrumented,22,32,1,decoder_layer,15,2030.919
decode,instrumented,22,32,1,decoder_layer,16,1937.217
decode,instrumented,22,32,1,decoder_layer,17,4110.437
decode,instrumented,22,32,1,decoder_layer,18,1987.834
decode,instrumented,22,32,1,decoder_layer,19,1838.800
decode,instrumented,22,32,1,decoder_layer,20,1848.844
decode,instrumented,22,32,1,decoder_layer,21,2079.939
decode,instrumented,22,32,1,decoder_layer,22,1905.748
decode,instrumented,22,32,1,decoder_layer,23,2703.784
decode,instrumented,22,32,1,decoder_layer,24,1894.416
decode,instrumented,22,32,1,decoder_layer,25,2043.832
decode,instrumented,22,32,1,decoder_layer,26,2038.302
decode,instrumented,22,32,1,decoder_layer,27,2098.207
decode,instrumented,22,32,1,decoder_layers_total,-1,59661.104
decode,instrumented,22,32,1,decoder_shard_total,-1,59667.615
decode,instrumented,22,32,1,final_norm,-1,43.985
decode,instrumented,22,32,1,lm_head,-1,10372.361
decode,instrumented,22,32,1,head_shard_total,-1,10416.346
decode,instrumented,22,32,1,graph_sum,-1,70083.961
decode,instrumented,22,32,1,llama_decode_wall,-1,70280.560
decode,instrumented,22,32,1,outside_timed_stages,-1,196.599
decode,instrumented,23,32,1,embedding,-1,3.451
decode,instrumented,23,32,1,decoder_layer,0,1921.295
decode,instrumented,23,32,1,decoder_layer,1,3196.876
decode,instrumented,23,32,1,decoder_layer,2,1828.088
decode,instrumented,23,32,1,decoder_layer,3,1871.874
decode,instrumented,23,32,1,decoder_layer,4,1874.384
decode,instrumented,23,32,1,decoder_layer,5,2530.950
decode,instrumented,23,32,1,decoder_layer,6,1888.941
decode,instrumented,23,32,1,decoder_layer,7,1840.168
decode,instrumented,23,32,1,decoder_layer,8,1852.359
decode,instrumented,23,32,1,decoder_layer,9,1895.582
decode,instrumented,23,32,1,decoder_layer,10,1852.958
decode,instrumented,23,32,1,decoder_layer,11,1873.720
decode,instrumented,23,32,1,decoder_layer,12,1891.065
decode,instrumented,23,32,1,decoder_layer,13,2029.635
decode,instrumented,23,32,1,decoder_layer,14,1918.490
decode,instrumented,23,32,1,decoder_layer,15,1908.247
decode,instrumented,23,32,1,decoder_layer,16,1913.329
decode,instrumented,23,32,1,decoder_layer,17,1856.417
decode,instrumented,23,32,1,decoder_layer,18,1879.322
decode,instrumented,23,32,1,decoder_layer,19,1858.046
decode,instrumented,23,32,1,decoder_layer,20,1878.840
decode,instrumented,23,32,1,decoder_layer,21,1902.439
decode,instrumented,23,32,1,decoder_layer,22,2006.397
decode,instrumented,23,32,1,decoder_layer,23,1921.215
decode,instrumented,23,32,1,decoder_layer,24,1849.942
decode,instrumented,23,32,1,decoder_layer,25,1859.441
decode,instrumented,23,32,1,decoder_layer,26,1932.754
decode,instrumented,23,32,1,decoder_layer,27,1905.956
decode,instrumented,23,32,1,decoder_layers_total,-1,54938.730
decode,instrumented,23,32,1,decoder_shard_total,-1,54942.181
decode,instrumented,23,32,1,final_norm,-1,22.323
decode,instrumented,23,32,1,lm_head,-1,10048.292
decode,instrumented,23,32,1,head_shard_total,-1,10070.615
decode,instrumented,23,32,1,graph_sum,-1,65012.796
decode,instrumented,23,32,1,llama_decode_wall,-1,65180.945
decode,instrumented,23,32,1,outside_timed_stages,-1,168.149
decode,instrumented,24,32,1,embedding,-1,4.064
decode,instrumented,24,32,1,decoder_layer,0,1843.972
decode,instrumented,24,32,1,decoder_layer,1,3180.022
decode,instrumented,24,32,1,decoder_layer,2,1868.655
decode,instrumented,24,32,1,decoder_layer,3,1912.686
decode,instrumented,24,32,1,decoder_layer,4,1873.522
decode,instrumented,24,32,1,decoder_layer,5,1979.912
decode,instrumented,24,32,1,decoder_layer,6,2201.978
decode,instrumented,24,32,1,decoder_layer,7,2421.028
decode,instrumented,24,32,1,decoder_layer,8,1829.116
decode,instrumented,24,32,1,decoder_layer,9,1906.910
decode,instrumented,24,32,1,decoder_layer,10,2560.367
decode,instrumented,24,32,1,decoder_layer,11,2061.533
decode,instrumented,24,32,1,decoder_layer,12,1860.305
decode,instrumented,24,32,1,decoder_layer,13,1884.876
decode,instrumented,24,32,1,decoder_layer,14,1970.215
decode,instrumented,24,32,1,decoder_layer,15,1882.105
decode,instrumented,24,32,1,decoder_layer,16,1820.943
decode,instrumented,24,32,1,decoder_layer,17,1853.262
decode,instrumented,24,32,1,decoder_layer,18,1862.461
decode,instrumented,24,32,1,decoder_layer,19,1857.112
decode,instrumented,24,32,1,decoder_layer,20,1925.388
decode,instrumented,24,32,1,decoder_layer,21,1880.266
decode,instrumented,24,32,1,decoder_layer,22,1957.540
decode,instrumented,24,32,1,decoder_layer,23,1902.768
decode,instrumented,24,32,1,decoder_layer,24,1879.021
decode,instrumented,24,32,1,decoder_layer,25,1850.901
decode,instrumented,24,32,1,decoder_layer,26,1890.250
decode,instrumented,24,32,1,decoder_layer,27,1882.852
decode,instrumented,24,32,1,decoder_layers_total,-1,55799.966
decode,instrumented,24,32,1,decoder_shard_total,-1,55804.030
decode,instrumented,24,32,1,final_norm,-1,19.332
decode,instrumented,24,32,1,lm_head,-1,10350.506
decode,instrumented,24,32,1,head_shard_total,-1,10369.838
decode,instrumented,24,32,1,graph_sum,-1,66173.868
decode,instrumented,24,32,1,llama_decode_wall,-1,66341.588
decode,instrumented,24,32,1,outside_timed_stages,-1,167.720
decode,instrumented,25,32,1,embedding,-1,4.153
decode,instrumented,25,32,1,decoder_layer,0,1848.366
decode,instrumented,25,32,1,decoder_layer,1,1839.125
decode,instrumented,25,32,1,decoder_layer,2,1893.667
decode,instrumented,25,32,1,decoder_layer,3,1872.805
decode,instrumented,25,32,1,decoder_layer,4,1886.273
decode,instrumented,25,32,1,decoder_layer,5,1977.002
decode,instrumented,25,32,1,decoder_layer,6,1969.121
decode,instrumented,25,32,1,decoder_layer,7,2063.315
decode,instrumented,25,32,1,decoder_layer,8,1976.270
decode,instrumented,25,32,1,decoder_layer,9,1946.791
decode,instrumented,25,32,1,decoder_layer,10,1946.423
decode,instrumented,25,32,1,decoder_layer,11,2000.688
decode,instrumented,25,32,1,decoder_layer,12,2116.516
decode,instrumented,25,32,1,decoder_layer,13,2206.206
decode,instrumented,25,32,1,decoder_layer,14,2027.060
decode,instrumented,25,32,1,decoder_layer,15,1950.010
decode,instrumented,25,32,1,decoder_layer,16,1861.686
decode,instrumented,25,32,1,decoder_layer,17,1908.327
decode,instrumented,25,32,1,decoder_layer,18,2408.098
decode,instrumented,25,32,1,decoder_layer,19,1964.290
decode,instrumented,25,32,1,decoder_layer,20,1859.064
decode,instrumented,25,32,1,decoder_layer,21,1864.758
decode,instrumented,25,32,1,decoder_layer,22,1868.750
decode,instrumented,25,32,1,decoder_layer,23,2215.062
decode,instrumented,25,32,1,decoder_layer,24,1851.019
decode,instrumented,25,32,1,decoder_layer,25,1855.283
decode,instrumented,25,32,1,decoder_layer,26,1854.240
decode,instrumented,25,32,1,decoder_layer,27,2082.510
decode,instrumented,25,32,1,decoder_layers_total,-1,55112.725
decode,instrumented,25,32,1,decoder_shard_total,-1,55116.878
decode,instrumented,25,32,1,final_norm,-1,31.834
decode,instrumented,25,32,1,lm_head,-1,10125.355
decode,instrumented,25,32,1,head_shard_total,-1,10157.189
decode,instrumented,25,32,1,graph_sum,-1,65274.067
decode,instrumented,25,32,1,llama_decode_wall,-1,65419.566
decode,instrumented,25,32,1,outside_timed_stages,-1,145.499
decode,instrumented,26,32,1,embedding,-1,6.734
decode,instrumented,26,32,1,decoder_layer,0,1997.028
decode,instrumented,26,32,1,decoder_layer,1,1856.159
decode,instrumented,26,32,1,decoder_layer,2,1972.031
decode,instrumented,26,32,1,decoder_layer,3,1992.073
decode,instrumented,26,32,1,decoder_layer,4,1881.111
decode,instrumented,26,32,1,decoder_layer,5,1854.448
decode,instrumented,26,32,1,decoder_layer,6,1865.274
decode,instrumented,26,32,1,decoder_layer,7,2198.187
decode,instrumented,26,32,1,decoder_layer,8,2804.066
decode,instrumented,26,32,1,decoder_layer,9,1820.670
decode,instrumented,26,32,1,decoder_layer,10,1848.794
decode,instrumented,26,32,1,decoder_layer,11,1850.772
decode,instrumented,26,32,1,decoder_layer,12,1786.795
decode,instrumented,26,32,1,decoder_layer,13,1799.401
decode,instrumented,26,32,1,decoder_layer,14,1929.550
decode,instrumented,26,32,1,decoder_layer,15,1954.062
decode,instrumented,26,32,1,decoder_layer,16,1967.966
decode,instrumented,26,32,1,decoder_layer,17,1885.833
decode,instrumented,26,32,1,decoder_layer,18,1865.133
decode,instrumented,26,32,1,decoder_layer,19,1862.226
decode,instrumented,26,32,1,decoder_layer,20,2011.476
decode,instrumented,26,32,1,decoder_layer,21,1984.479
decode,instrumented,26,32,1,decoder_layer,22,1978.074
decode,instrumented,26,32,1,decoder_layer,23,3053.381
decode,instrumented,26,32,1,decoder_layer,24,2108.096
decode,instrumented,26,32,1,decoder_layer,25,1857.250
decode,instrumented,26,32,1,decoder_layer,26,1832.607
decode,instrumented,26,32,1,decoder_layer,27,1862.648
decode,instrumented,26,32,1,decoder_layers_total,-1,55679.590
decode,instrumented,26,32,1,decoder_shard_total,-1,55686.324
decode,instrumented,26,32,1,final_norm,-1,22.621
decode,instrumented,26,32,1,lm_head,-1,11001.996
decode,instrumented,26,32,1,head_shard_total,-1,11024.617
decode,instrumented,26,32,1,graph_sum,-1,66710.941
decode,instrumented,26,32,1,llama_decode_wall,-1,66873.939
decode,instrumented,26,32,1,outside_timed_stages,-1,162.998
decode,instrumented,27,32,1,embedding,-1,4.720
decode,instrumented,27,32,1,decoder_layer,0,1891.497
decode,instrumented,27,32,1,decoder_layer,1,2082.560
decode,instrumented,27,32,1,decoder_layer,2,2318.550
decode,instrumented,27,32,1,decoder_layer,3,1843.850
decode,instrumented,27,32,1,decoder_layer,4,1878.316
decode,instrumented,27,32,1,decoder_layer,5,1994.853
decode,instrumented,27,32,1,decoder_layer,6,1977.066
decode,instrumented,27,32,1,decoder_layer,7,1934.771
decode,instrumented,27,32,1,decoder_layer,8,1877.347
decode,instrumented,27,32,1,decoder_layer,9,2419.740
decode,instrumented,27,32,1,decoder_layer,10,1843.732
decode,instrumented,27,32,1,decoder_layer,11,1855.388
decode,instrumented,27,32,1,decoder_layer,12,1797.187
decode,instrumented,27,32,1,decoder_layer,13,1826.554
decode,instrumented,27,32,1,decoder_layer,14,2011.949
decode,instrumented,27,32,1,decoder_layer,15,2977.063
decode,instrumented,27,32,1,decoder_layer,16,2663.681
decode,instrumented,27,32,1,decoder_layer,17,1833.677
decode,instrumented,27,32,1,decoder_layer,18,1868.602
decode,instrumented,27,32,1,decoder_layer,19,1858.022
decode,instrumented,27,32,1,decoder_layer,20,1815.755
decode,instrumented,27,32,1,decoder_layer,21,1847.776
decode,instrumented,27,32,1,decoder_layer,22,1982.812
decode,instrumented,27,32,1,decoder_layer,23,2274.031
decode,instrumented,27,32,1,decoder_layer,24,1990.422
decode,instrumented,27,32,1,decoder_layer,25,2015.365
decode,instrumented,27,32,1,decoder_layer,26,2080.630
decode,instrumented,27,32,1,decoder_layer,27,2089.667
decode,instrumented,27,32,1,decoder_layers_total,-1,56850.863
decode,instrumented,27,32,1,decoder_shard_total,-1,56855.583
decode,instrumented,27,32,1,final_norm,-1,24.889
decode,instrumented,27,32,1,lm_head,-1,9931.800
decode,instrumented,27,32,1,head_shard_total,-1,9956.689
decode,instrumented,27,32,1,graph_sum,-1,66812.272
decode,instrumented,27,32,1,llama_decode_wall,-1,66961.053
decode,instrumented,27,32,1,outside_timed_stages,-1,148.781
decode,instrumented,28,32,1,embedding,-1,6.317
decode,instrumented,28,32,1,decoder_layer,0,1965.315
decode,instrumented,28,32,1,decoder_layer,1,2394.169
decode,instrumented,28,32,1,decoder_layer,2,1996.795
decode,instrumented,28,32,1,decoder_layer,3,1967.362
decode,instrumented,28,32,1,decoder_layer,4,1955.202
decode,instrumented,28,32,1,decoder_layer,5,1968.266
decode,instrumented,28,32,1,decoder_layer,6,2022.424
decode,instrumented,28,32,1,decoder_layer,7,2066.659
decode,instrumented,28,32,1,decoder_layer,8,2009.818
decode,instrumented,28,32,1,decoder_layer,9,2009.649
decode,instrumented,28,32,1,decoder_layer,10,2026.213
decode,instrumented,28,32,1,decoder_layer,11,1994.591
decode,instrumented,28,32,1,decoder_layer,12,2180.678
decode,instrumented,28,32,1,decoder_layer,13,1942.819
decode,instrumented,28,32,1,decoder_layer,14,2154.023
decode,instrumented,28,32,1,decoder_layer,15,2984.388
decode,instrumented,28,32,1,decoder_layer,16,1851.659
decode,instrumented,28,32,1,decoder_layer,17,1865.611
decode,instrumented,28,32,1,decoder_layer,18,1882.896
decode,instrumented,28,32,1,decoder_layer,19,1824.073
decode,instrumented,28,32,1,decoder_layer,20,1878.339
decode,instrumented,28,32,1,decoder_layer,21,1842.080
decode,instrumented,28,32,1,decoder_layer,22,1871.400
